AllTrace,,,
EMI:FSCAN,,,
A.30.11,N9038B,,
64379291.15,29.6728284,29.6728284,27.30274173
64439289.91,29.19093295,29.19093295,27.38135501
64499288.67,28.89588138,28.89588138,26.52317783
64559287.44,28.88825961,28.88825961,26.0386655
64619286.2,28.48214694,28.48214694,26.30542728
64679284.96,28.8024747,28.8024747,26.65972873
64739283.73,28.41987582,28.41987582,26.33069583
64799282.49,28.53637668,28.53637668,26.62750217
64859281.25,28.824043,28.824043,26.31938144
64919280.01,28.80859348,28.80859348,26.49729892
64979278.78,28.18558475,28.18558475,25.08644077
65039277.54,27.82826968,27.82826968,26.23818942
65099276.3,27.6943967,27.6943967,25.72933933
65159275.07,27.18162509,27.18162509,25.70521518
65219273.83,27.40574619,27.40574619,25.95546695
65279272.59,27.0445325,27.0445325,24.696655
65339271.36,27.0177991,27.0177991,24.74439212
65399270.12,26.633064,26.633064,25.02208682
65459268.88,26.92774173,26.92774173,25.05545017
65519267.64,26.30391666,26.30391666,24.93987247
65579266.41,26.44572421,26.44572421,23.92146274
65639265.17,26.95597812,26.95597812,24.14166232
65699263.93,26.81818362,26.81818362,24.58920261
65759262.7,25.44178745,25.44178745,24.2645795
65819261.46,25.4176633,25.4176633,24.25221225
65879260.22,25.95012637,25.95012637,23.85311099
65939258.98,25.50660678,25.50660678,23.62908908
65999257.75,25.81173679,25.81173679,24.01652499
66059256.51,26.05153629,26.05153629,24.07080051
66119255.27,26.04439517,26.04439517,23.75530978
66179254.04,25.30559512,25.30559512,23.61882755
66239252.8,25.98438998,25.98438998,23.66918155
66299251.56,25.59181949,25.59181949,23.07540103
66359250.32,25.47232028,25.47232028,22.51297733
66419249.09,26.583595,26.583595,22.99710819
66479247.85,26.28509494,26.28509494,22.51568576
66539246.61,25.11381503,25.11381503,23.06775638
66599245.38,25.36799594,25.36799594,23.47479984
66659244.14,24.93230411,24.93230411,23.28604862
66719242.9,25.67513248,25.67513248,22.66091129
66779241.67,25.69020053,25.69020053,22.67859622
66839240.43,24.94355747,24.94355747,22.36703464
66899239.19,25.61452457,25.61452457,21.44661685
66959237.95,25.52246066,25.52246066,21.80139133
67019236.72,25.1194379,25.1194379,21.75376102
67079235.48,25.85050174,25.85050174,21.6930463
67139234.24,25.46968814,25.46968814,22.40712711
67199233.01,25.24044009,25.24044009,22.81416293
67259231.77,24.73551151,24.73551151,21.55535861
67319230.53,25.23400852,25.23400852,21.07393619
67379229.29,25.21379825,25.21379825,21.96701022
67439228.06,24.82645389,24.82645389,22.10098239
67499226.82,26.01351138,26.01351138,21.00679752
67559225.58,25.96978732,25.96978732,20.93694278
67619224.35,25.221832,25.221832,20.70638248
67679223.11,24.95339175,24.95339175,21.28720065
67739221.87,25.18143436,25.18143436,21.01875278
67799220.63,25.25660678,25.25660678,20.46678134
67859219.4,26.58607456,26.58607456,21.0789487
67919218.16,25.87862369,25.87862369,21.06658908
67979216.92,26.05570956,26.05570956,21.07512637
68039215.69,25.29469272,25.29469272,20.70606967
68099214.45,25.49268314,25.49268314,20.74074527
68159213.21,25.33660098,25.33660098,20.525871
68219211.98,25.56333133,25.56333133,20.11108371
68279210.74,25.762634,25.762634,20.25550815
68339209.5,25.87178012,25.87178012,20.40647098
68399208.26,27.4325101,27.4325101,20.10665866
68459207.03,27.25421115,27.25421115,20.28766605
68519205.79,26.9099805,26.9099805,19.73438998
68579204.55,26.81400272,26.81400272,19.63709995
68639203.32,26.96495792,26.96495792,19.95660373
68699202.08,26.68082401,26.68082401,20.19509097
68759200.84,26.27780887,26.27780887,19.58695194
68819199.6,27.24536105,27.24536105,18.94612857
68879198.37,27.25912448,27.25912448,20.1658475
68939197.13,27.30816623,27.30816623,20.82505008
68999195.89,27.01751682,27.01751682,20.83882114
69059194.66,26.79740878,26.79740878,20.37699863
69119193.42,26.60865756,26.60865756,20.35810062
69179192.18,27.8714902,27.8714902,20.37578555
69239190.94,27.32475253,27.32475253,19.61085483
69299189.71,27.33328983,27.33328983,19.34240695
69359188.47,28.50727054,28.50727054,19.47114536
69419187.23,28.51320621,28.51320621,19.68874332
69479186,27.87631198,27.87631198,19.54572269
69539184.76,27.56866428,27.56866428,18.97807285
69599183.52,29.22476932,29.22476932,19.67777988
69659182.28,28.87139865,28.87139865,19.67325565
69719181.05,28.17962619,28.17962619,19.68310519
69779179.81,28.18685886,28.18685886,19.28269168
69839178.57,28.26856967,28.26856967,19.6453168
69899177.34,28.42867252,28.42867252,19.82893344
69959176.1,28.47771426,28.47771426,19.72641727
70019174.86,28.61215183,28.61215183,19.01682254
70079173.63,28.66477176,28.66477176,18.25415012
70139172.39,28.04843112,28.04843112,18.92084476
70199171.15,29.67936679,29.67936679,18.78140231
70259169.91,29.69539615,29.69539615,18.68376132
70319168.68,29.25022098,29.25022098,19.22372409
70379167.44,28.652168,28.652168,19.02417728
70439166.2,28.93082401,28.93082401,19.33157321
70499164.97,29.46816989,29.46816989,20.15505954
70559163.73,29.76773044,29.76773044,18.73257419
70619162.49,29.76808139,29.76808139,19.32218143
70679161.25,28.98188754,28.98188754,18.85218021
70739160.02,29.43692752,29.43692752,18.91786166
70799158.78,30.00777408,30.00777408,19.8075101
70859157.54,30.15923282,30.15923282,19.81524631
70919156.31,29.38172885,29.38172885,17.85008212
70979155.07,29.43257877,29.43257877,19.22055789
71039153.83,29.37107059,29.37107059,19.32759067
71099152.59,29.72504398,29.72504398,18.72516605
71159151.36,29.52242252,29.52242252,18.59441348
71219150.12,29.35769626,29.35769626,19.15743228
71279148.88,29.46342441,29.46342441,19.11813327
71339147.65,28.80612918,28.80612918,18.62807437
71399146.41,29.17055484,29.17055484,19.63793918
71459145.17,28.99798557,28.99798557,19.06294986
71519143.94,28.88552066,28.88552066,18.19137546
71579142.7,29.49427005,29.49427005,17.97046634
71639141.46,29.5882413,29.5882413,18.4237363
71699140.22,29.58813449,29.58813449,18.31649753
71759138.99,29.42993137,29.42993137,19.0336835
71819137.75,29.69636508,29.69636508,18.64945194
71879136.51,27.87361881,27.87361881,18.25085422
71939135.28,29.22057315,29.22057315,19.43579074
71999134.04,29.36811038,29.36811038,19.4840314
72059132.8,27.60024234,27.60024234,18.79276248
72119131.56,28.54477664,28.54477664,19.59357425
72179130.33,28.29643222,28.29643222,21.5376279
72239129.09,28.26235935,28.26235935,21.59501621
72299127.85,28.18646976,28.18646976,20.7469556
72359126.62,28.59532138,28.59532138,21.62485477
72419125.38,28.6840665,28.6840665,20.92313358
72479124.14,27.7236478,27.7236478,19.60602542
72539122.9,27.85811588,27.85811588,20.7805173
72599121.67,27.76655551,27.76655551,21.20243045
72659120.43,27.55087253,27.55087253,20.64311954
72719119.19,27.52202579,27.52202579,21.18785068
72779117.96,27.76625034,27.76625034,21.49478885
72839116.72,27.82363101,27.82363101,21.04261752
72899115.48,26.68552371,26.68552371,20.79165622
72959114.25,26.73376437,26.73376437,21.64342471
73019113.01,26.34038516,26.34038516,22.38806125
73079111.77,26.69435855,26.69435855,21.92282077
73139110.53,27.04572269,27.04572269,22.39046451
73199109.3,27.08350345,27.08350345,22.97700473
73259108.06,26.0877988,26.0877988,22.4986951
73319106.82,26.02498599,26.02498599,22.68543216
73379105.59,26.87022373,26.87022373,23.04985782
73439104.35,25.83271762,25.83271762,22.86553165
73499103.11,26.26246616,26.26246616,23.13588687
73559101.87,26.34990665,26.34990665,24.22936984
73619100.64,26.56930515,26.56930515,24.23318454
73679099.4,26.49995395,26.49995395,24.27880832
73739098.16,26.8604581,26.8604581,24.38192722
73799096.93,26.30245944,26.30245944,24.82736179
73859095.69,25.28846713,25.28846713,24.63257571
73919094.45,25.15509769,25.15509769,24.82584354
73979093.21,25.37449619,25.37449619,25.8762128
74039091.98,25.08956119,25.08956119,25.32866641
74099090.74,24.42050906,24.42050906,26.68345615
74159089.5,24.93518802,24.93518802,26.67813083
74219088.27,24.57055637,24.57055637,26.73682376
74279087.03,24.73115512,24.73115512,26.78114291
74339085.79,25.32945987,25.32945987,26.98355075
74399084.55,25.24181339,25.24181339,27.80265781
74459083.32,25.36191531,25.36191531,27.18194553
74519082.08,25.83608981,25.83608981,27.3007352
74579080.84,24.8325574,24.8325574,28.4726102
74639079.61,24.57767459,24.57767459,27.98516818
74699078.37,25.45426914,25.45426914,28.3561246
74759077.13,25.22682925,25.22682925,28.36778232
74819075.9,24.80600711,24.80600711,27.97962161
74879074.66,26.60372134,26.60372134,28.99079105
74939073.42,26.68201419,26.68201419,29.06124851
74999072.18,24.57051822,24.57051822,28.19097873
75059070.95,25.15727206,25.15727206,28.17410251
75119069.71,25.08428928,25.08428928,28.74394199
75179068.47,25.20335361,25.20335361,29.39870425
75239067.24,25.71832248,25.71832248,28.98339816
75299066,25.72110721,25.72110721,28.48446628
75359064.76,25.91596195,25.91596195,28.97068759
75419063.52,25.4327161,25.4327161,28.81407138
75479062.29,25.37801334,25.37801334,28.64961978
75539061.05,25.61859866,25.61859866,29.10448428
75599059.81,26.03817722,26.03817722,29.47180148
75659058.58,26.12720462,26.12720462,28.84875461
75719057.34,25.66616031,25.66616031,29.42903873
75779056.1,25.47035953,25.47035953,29.47233554
75839054.86,25.65214511,25.65214511,28.79571506
75899053.63,25.21855136,25.21855136,29.0441434
75959052.39,25.58325168,25.58325168,29.6897504
76019051.15,25.56514713,25.56514713,29.21696445
76079049.92,25.67898532,25.67898532,29.23673221
76139048.68,27.175163,27.175163,29.70334598
76199047.44,26.88790103,26.88790103,29.18090793
76259046.21,25.7539899,25.7539899,29.59394809
76319044.97,25.13224765,25.13224765,29.21915408
76379043.73,25.40679904,25.40679904,28.99067661
76439042.49,24.75370761,24.75370761,28.92422458
76499041.26,24.7630231,24.7630231,29.50058719
76559040.02,25.27799197,25.27799197,29.62489291
76619038.78,24.5948331,24.5948331,29.51139804
76679037.55,24.61280795,24.61280795,29.18182346
76739036.31,25.61063358,25.61063358,28.94103977
76799035.07,24.94651767,24.94651767,28.18547031
76859033.83,24.79720279,24.79720279,28.26217624
76919032.6,24.87651798,24.87651798,28.7831113
76979031.36,24.36005374,24.36005374,28.17388126
77039030.12,24.18589755,24.18589755,27.98013278
77099028.89,24.00130435,24.00130435,27.7707059
77159027.65,24.85018131,24.85018131,27.49202701
77219026.41,24.84849521,24.84849521,27.59226199
77279025.17,25.5366666,25.5366666,28.0112836
77339023.94,25.26321384,25.26321384,28.2761304
77399022.7,24.24111911,24.24111911,27.65514346
77459021.46,23.99771854,23.99771854,27.64169284
77519020.23,24.62841007,24.62841007,28.6708829
77579018.99,25.63146182,25.63146182,27.17580386
77639017.75,25.46514865,25.46514865,27.09050723
77699016.52,25.39813205,25.39813205,27.07836124
77759015.28,25.93083164,25.93083164,27.41116306
77819014.04,24.86691257,24.86691257,27.43298312
77879012.8,24.99841281,24.99841281,27.70167514
77939011.57,25.53494998,25.53494998,27.19950076
77999010.33,24.917793,24.917793,26.51832553
78059009.09,25.48961612,25.48961612,27.20512363
78119007.86,26.40897342,26.40897342,27.3144147
78179006.62,26.21644565,26.21644565,26.79917117
78239005.38,25.74563571,25.74563571,26.71510288
78299004.14,25.30617496,25.30617496,25.63281986
78359002.91,25.46773502,25.46773502,25.89759036
78419001.67,25.82135745,25.82135745,26.45242282
78479000.43,26.86091586,26.86091586,25.58441135
78538999.2,26.72065707,26.72065707,25.78778049
78598997.96,26.0068204,26.0068204,25.87877628
78658996.72,25.86525699,25.86525699,25.61178561
78718995.48,26.53114291,26.53114291,26.3835065
78778994.25,26.81681796,26.81681796,26.68224307
78838993.01,26.58902713,26.58902713,26.33947727
78898991.77,25.79549381,25.79549381,25.97187778
78958990.54,26.49665805,26.49665805,25.75583621
79018989.3,26.39429446,26.39429446,25.28894779
79078988.06,26.66690036,26.66690036,25.00496646
79138986.83,26.75920841,26.75920841,25.1207883
79198985.59,26.89595004,26.89595004,24.78847476
79258984.35,26.3611066,26.3611066,26.27879306
79318983.11,27.18639346,27.18639346,25.62506076
79378981.88,27.05266544,27.05266544,25.59977695
79438980.64,27.17111179,27.17111179,25.04273196
79498979.4,27.21115848,27.21115848,25.42639896
79558978.17,27.24728366,27.24728366,25.15548679
79618976.93,27.59437534,27.59437534,25.70509311
79678975.69,27.60305759,27.60305759,26.71329471
79738974.45,26.93364688,26.93364688,25.21160861
79798973.22,27.79290744,27.79290744,25.18894931
79858971.98,28.34250613,28.34250613,24.95461246
79918970.74,28.29631778,28.29631778,25.8177869
79978969.51,28.92954227,28.92954227,25.74808475
80038968.27,28.78157779,28.78157779,25.55438968
80098967.03,28.79239627,28.79239627,25.1275098
80158965.79,28.48048373,28.48048373,25.40485355
80218964.56,28.14114352,28.14114352,25.31114169
80278963.32,29.88704654,29.88704654,25.71130344
80338962.08,29.952728,29.952728,25.27657291
80398960.85,29.22664615,29.22664615,25.01170322
80458959.61,29.51444217,29.51444217,25.48372623
80518958.37,29.48083469,29.48083469,25.09473392
80578957.13,29.45244571,29.45244571,24.90433475
80638955.9,30.24457523,30.24457523,25.41424533
80698954.66,29.7314603,29.7314603,25.41983005
80758953.42,29.9722211,29.9722211,25.24902316
80818952.19,30.12152072,30.12152072,25.34867831
80878950.95,30.09967014,30.09967014,24.56903049
80938949.71,29.75770541,29.75770541,24.01801273
80998948.48,29.78028079,29.78028079,24.07847568
81058947.24,30.85984775,30.85984775,25.13322421
81118946,31.45860263,31.45860263,25.40011569
81178944.76,31.20157596,31.20157596,24.57734653
81238943.53,31.72062656,31.72062656,25.00102206
81298942.29,31.63736697,31.63736697,24.60026523
81358941.05,30.99490329,30.99490329,23.97347995
81418939.82,31.67465945,31.67465945,24.42198154
81478938.58,31.67372104,31.67372104,24.09701511
81538937.34,31.68191501,31.68191501,24.40440341
81598936.1,32.21795627,32.21795627,24.45571872
81658934.87,31.98313113,31.98313113,24.3175809
81718933.63,31.83323642,31.83323642,24.68508121
81778932.39,32.25299045,32.25299045,24.32874271
81838931.16,32.35787936,32.35787936,24.33171817
81898929.92,31.86958286,31.86958286,23.69447299
81958928.68,31.94310733,31.94310733,24.72701236
82018927.44,32.70126315,32.70126315,24.76395389
82078926.21,32.44553348,32.44553348,24.66892978
82138924.97,32.67324039,32.67324039,24.64054843
82198923.73,32.50635501,32.50635501,25.51236697
82258922.5,32.71183749,32.71183749,25.57151767
82318921.26,33.66206332,33.66206332,25.34062167
82378920.02,33.16722842,33.16722842,25.35665103
82438918.79,33.08005496,33.08005496,24.70504733
82498917.55,34.45490237,34.45490237,24.2820737
82558916.31,34.32068607,34.32068607,24.40785953
82618915.07,33.09157535,33.09157535,24.41867038
82678913.84,33.61455508,33.61455508,25.137634
82738912.6,33.64495822,33.64495822,25.18241092
82798911.36,33.68974277,33.68974277,24.97633334
82858910.13,33.29682132,33.29682132,24.8760831
82918908.89,33.26843997,33.26843997,24.45703861
82978907.65,33.51181766,33.51181766,24.488754
83038906.41,33.34493228,33.34493228,25.00127383
83098905.18,33.289108,33.289108,25.11138889
83158903.94,33.78987094,33.78987094,25.31164523
83218902.7,34.10902377,34.10902377,25.3315961
83278901.47,34.43602725,34.43602725,24.7531583
83338900.23,33.48520633,33.48520633,24.71170017
83398898.99,33.45421573,33.45421573,24.46643039
83458897.75,33.48200198,33.48200198,24.3570325
83518896.52,32.94667026,32.94667026,25.49017307
83578895.28,33.16653415,33.16653415,25.38600894
83638894.04,33.17342349,33.17342349,25.29490634
83698892.81,32.82884952,32.82884952,24.57273074
83758891.57,32.56658908,32.56658908,24.94807407
83818890.33,32.83609744,32.83609744,24.87525913
83878889.1,32.83776065,32.83776065,24.38958713
83938887.86,32.83027622,32.83027622,24.18350192
83998886.62,31.78669711,31.78669711,25.34146854
84058885.38,33.17330905,33.17330905,25.3562009
84118884.15,33.14230319,33.14230319,24.64186832
84178882.91,32.76114627,32.76114627,25.96707126
84238881.67,32.27416202,32.27416202,24.81766483
84298880.44,32.25752994,32.25752994,24.39599582
84358879.2,32.26312228,32.26312228,24.42510196
84418877.96,32.4581525,32.4581525,24.62144443
84478876.72,31.83005496,31.83005496,24.19324466
84538875.49,31.46849796,31.46849796,24.64044925
84598874.25,31.71056339,31.71056339,24.37165042
84658873.01,31.52277347,31.52277347,24.36547824
84718871.78,31.96083041,31.96083041,25.18635532
84778870.54,31.1014783,31.1014783,24.67845889
84838869.3,31.12927219,31.12927219,24.88787051
84898868.06,31.07736942,31.07736942,24.89867374
84958866.83,31.44355747,31.44355747,24.42475101
85018865.59,31.7184064,31.7184064,24.36251041
85078864.35,31.62766238,31.62766238,24.40111514
85138863.12,31.09139224,31.09139224,24.16796085
85198861.88,31.40567752,31.40567752,25.09501621
85258860.64,31.36719486,31.36719486,24.82920047
85318859.4,30.65845462,30.65845462,24.59865543
85378858.17,30.93485233,30.93485233,24.39816257
85438856.93,31.45165988,31.45165988,24.10098239
85498855.69,31.10875675,31.10875675,24.17095157
85558854.46,30.51499149,30.51499149,23.51708957
85618853.22,30.77011844,30.77011844,24.79524204
85678851.98,30.77267429,30.77267429,24.2581937
85738850.75,31.1737363,31.1737363,24.47634097
85798849.51,31.32392856,31.32392856,23.86611911
85858848.27,30.32827731,30.32827731,24.38867923
85918847.03,30.33606693,30.33606693,24.21094486
85978845.8,30.54113742,30.54113742,25.18165561
86038844.56,31.12511417,31.12511417,24.46561404
86098843.32,30.23398563,30.23398563,23.12241336
86158842.09,29.23050662,29.23050662,25.00511142
86218840.85,29.56492587,29.56492587,25.59692355
86278839.61,30.43112155,30.43112155,24.69535037
86338838.37,29.80129977,29.80129977,23.58471652
